PDB,resolution,year,-logKd/Ki,Kd/Ki,ligand name
1pfu,1.91,2004,2.72,Kd=1900uM,1pfu
2rkd,1.90,2008,2.72,Ki=1.9mM,2rk7
3p4r,3.05,2010,2.72,Ki=1.9mM,3p4p
5fsx,2.00,2016,2.72,Kd=1.9mM,5fsx
6dih,1.78,2019,2.72,IC50=1.9mM,6dhu
1dg9,1.90,1999,2.74,Ki=1.8mM,1dg9
2qwb,2.00,1998,2.74,Ki=1820uM,2qwb
2vyt,1.90,2008,2.74,Kd=1.84mM,2vyt
4m6u,1.80,2014,2.74,Ki=1.8mM,4m6u
4ndu,1.30,2014,2.74,Kd=1.8mM,4ndu
5os2,1.92,2017,2.74,Kd=1821uM,5orl
6a9c,1.98,2019,2.74,Kd=1.8mM,6a9c
1rql,2.40,2004,2.75,Ki=1.79mM,1rql
5oyd,2.10,2018,2.75,Kd=1.78mM,5oyd
6aan,1.51,2019,2.75,Kd=1.76mM,6aac
1ny2,2.30,2003,2.76,Ki=1.75mM,1ny2
4bt5,1.10,2013,2.76,Ki=1.72mM,4bt3
5er4,1.81,2016,2.76,Kd=1752uM,5er4
2bet,2.20,2004,2.77,Ki=1.7mM,2bet
2p3o,2.76,2007,2.77,IC50=1.7mM,2p3l
3fcq,1.75,2009,2.77,Ki=1.7mM,3f28
3l0n,1.74,2010,2.77,IC50=1680uM,3ex5
4a4h,NMR,2011,2.77,Kd=1.706mM,4a4e
4g5y,1.80,2013,2.77,Kd=1.7mM,4ddh
4kz3,1.67,2014,2.77,Ki=1.7mM,4kz3
4urv,2.58,2015,2.77,Kd=1.7mM,4uru
4ykk,1.38,2015,2.77,Ki=1.7mM,4ykj
5aqn,2.45,2016,2.77,Kd=1.7mM,5aqf
5oug,2.57,2017,2.77,Kd=1703.44uM,5oug
6er4,1.30,2018,2.77,Kd=1.70mM,6er3
6g24,2.10,2019,2.77,Kd=1700uM,6g24
2yiv,1.28,2012,2.78,Ki=1.66mM,2yiv
3ftw,1.85,2009,2.78,IC50=1.67mM,3ftw
4yrt,2.05,2015,2.78,IC50=1.65mM,4yrt
5os4,1.88,2017,2.78,Kd=1665uM,5orl
6aad,1.44,2019,2.79,Kd=1.62mM,6aac
2bge,1.80,2005,2.80,IC50=1.6mM,2bge
2bza,1.90,1999,2.80,Ki=1.58mM,2bza
3zt4,2.20,2012,2.80,Kd=1570uM,3zcm
4kz8,2.28,2014,2.80,Ki=1.6mM,4kz3
4urw,2.76,2015,2.80,Kd=1.6mM,4uru
4yw2,2.00,2015,2.80,Kd=1.6mM,4yw1
5fbi,1.47,2016,2.80,Kd=1600uM,5fah
5fov,1.74,2016,2.80,Kd=1590uM,5fot
5hki,2.40,2017,2.80,Kd=1.6mM,5hkf
5ofw,1.50,2017,2.80,Kd=1.6mM,5ofw
5zee,1.74,2019,2.80,IC50=1.57mM,5zee
6rqk,1.85,2019,2.80,Kd=1.6mM,6rqk
3djx,1.69,2009,2.81,Ki=1557.9uM,3djo
4eh4,2.50,2012,2.81,IC50=1534uM,4eh2
4oyt,2.40,2014,2.81,Ki=1.55mM,4oyt
4rrg,1.93,2015,2.81,Kd=1538.5uM,4rr6
1czc,2.50,2000,2.82,Kd=1.5mM,1czc
1p17,2.70,2004,2.82,Kd=1.5mM,1p17
2a3a,2.10,2005,2.82,IC50=1500uM,2a3a
2rib,1.80,2008,2.82,IC50=1.5mM,2ria
2w6z,1.90,2009,2.82,IC50=1500uM,2w6m
2xj0,3.10,2011,2.82,IC50=1500uM,2xix
2yc0,2.15,2011,2.82,IC50=1500uM,2ybk
3fue,2.38,2009,2.82,IC50=1510uM,3fts
3lka,1.80,2010,2.82,Kd=1.5mM,3lka
3ppr,2.10,2011,2.82,Kd=1.5mM,3ppo
4dsu,1.70,2012,2.82,Kd=1.5mM,4dsn
4k7i,2.25,2014,2.82,Kd=1500uM,4k7i
4pb1,2.80,2014,2.82,Kd=1530uM,4pb1
4z46,1.85,2015,2.82,Kd=1.51mM,4z46
5aip,2.30,2016,2.82,Kd=1.5mM,5aip
6cw4,NMR,2018,2.82,Kd=1.50mM,6cus
6evm,2.00,2018,2.82,Kd>1500uM,6evm
6mj7,1.41,2018,2.82,Kd=1.5mM,6mj7
6quw,1.24,2019,2.82,Kd>1.5mM,6quu
4yz5,2.27,2015,2.83,Kd=1.48mM,4yw1
3fu3,2.00,2009,2.84,IC50=1443uM,3fts
3moh,2.10,2010,2.84,Ki=1460uM,3moe
3zt2,1.70,2012,2.84,Kd=1435uM,3zcm
4cgj,2.15,2013,2.84,Kd=1460uM,4ce9
1il4,2.60,2002,2.85,IC50=1.4mM,1il4
2a29,NMR,2005,2.85,Kd=1.4mM,2a29
2ork,1.89,2007,2.85,IC50=1.4mM,2orj
3atk,1.74,2011,2.85,IC50=1400uM,3atk
3k3g,2.40,2009,2.85,IC50=1.4mM,3k3g
3rxa,1.70,2011,2.85,IC50=1.4mM,3rxa
3udh,1.70,2012,2.85,Kd=1.4mM,3udh
4luv,1.40,2013,2.85,Kd=1400uM,4luo
4mlt,2.00,2014,2.85,Ki=1.4mM,4mlt
4x47,2.00,2015,2.85,IC50=1.41mM,4x47
4ym2,2.10,2015,2.85,Kd=1400uM,4ym2
5aqo,2.12,2016,2.85,Kd=1.4mM,5aqf
5th4,1.47,2017,2.85,Ki=1420uM,5th4
6jjm,2.05,2019,2.85,IC50=1.40mM,6jjm
3qx8,2.30,2011,2.86,Kd=1.37mM,3qx8
3zt3,1.95,2012,2.86,Kd=1375uM,3zcm
4ouj,1.46,2014,2.86,Kd=1.39mM,4ouj
4pd5,2.91,2014,2.86,Kd=1370uM,4pb1
5z1c,1.45,2018,2.86,Ki=1.38mM,5z1c
4fgz,1.99,2012,2.87,IC50=1350uM,4fgz
5thj,1.50,2017,2.87,Ki=1350uM,5th4
1e34,1.80,2000,2.88,Ki=1.32mM,1e34
2woq,1.75,2009,2.88,Ki=1.33mM,2woq
4a4f,NMR,2011,2.88,Kd=1.317mM,4a4e
4ucv,2.60,2015,2.88,IC50=1310uM,4ucv
1cet,2.05,1999,2.89,Ki=1.3mM,1cet
1iih,2.20,2001,2.89,Ki=1.3mM,1iih
1ugp,1.63,2004,2.89,Ki=1.3mM,1ugp
2k2r,NMR,2008,2.89,Kd=1.3mM,2k2r
2wpb,2.05,2010,2.89,Ki=1.3mM,2wnz
2wtx,2.20,2010,2.89,Ki=1.3mM,2wtx
3f36,1.70,2009,2.89,Kd=1.3mM,3f33
3g31,1.70,2009,2.89,Ki=1.3mM,3g2y
4b35,1.40,2013,2.89,Kd=1.3mM,4b2i
4cd8,1.47,2014,2.89,Ki=1.3mM,4cd4
4gqq,1.35,2012,2.89,Ki=1.3mM,4gqq
4kzb,1.37,2014,2.89,Ki=1.3mM,4kz3
4llx,1.75,2014,2.89,Ki=1300uM,4lkq
4u5u,1.96,2015,2.89,Kd=1.3mM,4u54
4urx,2.49,2015,2.89,Kd=1.3mM,4uru
5aes,2.75,2015,2.89,IC50~1.3mM,5aes
5flt,1.67,2016,2.89,Kd=1280uM,5eh5
5ngz,2.40,2017,2.89,Kd=1.3mM,5ngz
5orv,1.88,2017,2.89,Kd=1297uM,5orl
6b7b,1.98,2017,2.89,Kd=1280uM,6b7a
6f6s,2.29,2018,2.89,Kd=1.30mM,6f5u
6mvu,1.49,2018,2.89,Ki=1290uM,6mvu
3c2u,1.30,2008,2.90,Ki=1.25mM,3c2u
5aom,1.74,2015,2.90,Kd=1270uM,5ab9
5dv2,2.07,2016,2.90,IC50=1250uM,5dv2
1ms0,2.50,2003,2.91,Ki=1.23mM,1ms0
2ay4,2.20,1999,2.91,Kd=1.24mM,2ay4
2pri,2.30,1998,2.91,Ki=1.23mM,2pri
4kc1,1.50,2013,2.91,IC50=1220uM,4kc1
1eef,1.80,2000,2.92,IC50=1.2mM,1eef
1h2k,2.15,2002,2.92,Ki=1.2mM,1h2k
1o4k,1.57,2004,2.92,IC50=1.2mM,1o4k
1p6e,2.30,2003,2.92,Ki=1.21mM,1p6e
1zp5,1.80,2005,2.92,IC50=1200uM,1zp5
2aa9,1.50,2006,2.92,IC50=1.2mM,2aa9
2aay,1.55,2006,2.92,IC50=1.2mM,2aay
2fkf,2.00,2006,2.92,Kd=1.2mM,2fkf
2fw6,1.85,2006,2.92,Kd=1.2mM,2fw6
2fwp,1.85,2006,2.92,Kd=1.2mM,2fwp
2kfg,NMR,2009,2.92,Kd=1.2mM,2kff
3alt,2.50,2011,2.92,Kd=1.19mM,3alt
3iaf,2.80,2010,2.92,Ki=1.2mM,3iae
3k8c,2.10,2010,2.92,Ki=1.2mM,3k7s
4ai5,2.22,2012,2.92,Kd=1.2mM,4ai5
4ef6,1.94,2013,2.92,Kd=1.2mM,4ddh
4lm3,1.49,2014,2.92,Ki=1200uM,4lkq
4u4s,1.90,2014,2.92,Kd=1200uM,4u4s
4x14,2.30,2015,2.92,Kd=1.2mM,4x0z
4y2q,2.40,2015,2.92,Kd=1200uM,4y2j
4zki,3.40,2016,2.92,Kd=1195uM,4u7o
5c0k,2.20,2015,2.92,IC50=1200uM,5c0k
5ct2,2.00,2015,2.92,Kd=1.2mM,5ct2
5x4m,1.65,2017,2.92,Kd=1200uM,5x4m
6fv4,1.97,2018,2.92,Kd=1.2mM,6fv4
1tng,1.80,1994,2.93,Ki=1.17mM,1tng
3ftv,1.70,2009,2.93,IC50=1167uM,3fts
4zv2,1.43,2016,2.93,Kd=1170uM,4zv1
1p6d,2.00,2003,2.94,Ki=1.15mM,1p6d
2vmc,1.90,2008,2.94,Kd=1.15mM,2vmc
4y62,1.60,2015,2.95,IC50=1133uM,4y62
1f4e,1.90,2000,2.96,Ki=1.1mM,1f4e
1w1t,1.90,2005,2.96,IC50=1.1mM,1w1t
1ykp,2.41,2005,2.96,Kd=1100uM,1ykp
2br6,1.70,2005,2.96,Ki=1.10mM,2br6
2kdh,NMR,2009,2.96,Kd=1.1mM,2kdh
2w8j,1.50,2009,2.96,Kd=1.1mM,2w8j
3g34,1.31,2009,2.96,Ki=1.1mM,3g2y
3imc,1.60,2009,2.96,Kd=1100uM,3imc
3img,1.80,2009,2.96,Kd=1.1mM,3img
4bgy,2.68,2013,2.96,Kd=1.1mM,4bgw
4dst,2.30,2012,2.96,Kd=1.1mM,4dsn
4k3l,1.50,2013,2.96,IC50=1.1mM,4k3k
4mrg,1.69,2014,2.96,Kd=1.1mM,4mrd
4owm,1.99,2014,2.96,Ki=1090uM,4n5v
5fng,2.05,2016,2.96,Kd=1105uM,5eh5
6r9x,1.66,2019,2.96,Kd=1.1mM,6r8l
2hw2,1.45,2007,2.97,Ki=1.07mM,2hw2
4ceb,1.75,2013,2.97,Kd=1080uM,4ce9
5flq,1.70,2016,2.97,Kd=1080uM,5eh5
2rnw,NMR,2008,2.98,Kd=1051uM,2rnw
3ckb,2.30,2008,2.98,Kd=1.04mM,3ck7
3djq,1.53,2009,2.98,Ki=1046.4uM,3djo
4ibc,1.75,2014,2.98,Kd=1049uM,4ibb
5aba,1.62,2015,2.98,Kd=1040uM,5ab9
5aqu,1.92,2016,2.98,Kd=1.04mM,5aqf
3ump,1.85,2012,2.99,Ki=1026uM,3umo
4a4g,NMR,2011,2.99,Kd=1.025mM,4a4e
4bps,1.08,2013,2.99,Ki=1.02mM,4bps
1ecq,2.00,2000,3.00,Ki=1.0mM,1ecq
1hqg,2.00,2001,3.00,Ki=1.0mM,1hqg
1mcz,2.80,2003,3.00,Ki=1mM,1mcz
1ux7,1.50,2004,3.00,Kd=1mM,1ux7
1w7h,2.21,2005,3.00,IC50>1mM,1w7h
1wbg,2.20,2005,3.00,IC50=1mM,1wbg
1wbo,2.16,2005,3.00,IC50>1mM,1wbo
1ws4,1.90,2005,3.00,Kd=1.00mM,1ws4
1yc5,1.40,2005,3.00,IC50=1.0mM,1yc5
1z9h,2.60,2005,3.00,IC50=1mM,1z9h
1zm7,2.20,2005,3.00,IC50>1000uM,1zm7
2f1b,1.45,2006,3.00,IC50=1000uM,2f18
2h2e,2.60,2006,3.00,Kd>1000uM,2h2e
2q8h,2.00,2007,3.00,Kd=1mM,2q8g
2r0y,1.75,2007,3.00,Kd=1mM,2r0y
2rka,1.95,2008,3.00,Ki=1mM,2rk7
2v3u,1.74,2007,3.00,Kd=1mM,2v3u
2vin,1.90,2008,3.00,IC50=1mM,2vin
2vtm,2.25,2008,3.00,IC50=1mM,2vta
2wa3,2.50,2010,3.00,IC50=1mM,2w0x
2xgm,2.55,2010,3.00,Kd=1mM,2xgm
2xgo,2.60,2010,3.00,Kd=1mM,2xgm
2xp3,2.00,2011,3.00,IC50>1000uM,2xp3
2ych,2.20,2011,3.00,Kd<1mM,2ych
3ap7,1.53,2011,3.00,Kd=0.99mM,3ap4
3d9o,2.00,2008,3.00,Kd=1mM,3d9k
3eka,3.10,2009,3.00,IC50=1mM,3eka
3grj,2.49,2009,3.00,Ki=1mM,3gqz
3ime,2.39,2009,3.00,Kd=1000uM,3imc
3nf8,1.90,2011,3.00,IC50>1000uM,3nf6
3nk8,1.15,2010,3.00,Kd>1mM,3nk8
3ob0,2.85,2011,3.00,IC50~1mM,3oay
4b2i,1.30,2013,3.00,Kd=1.0mM,4b2i
4fe9,2.00,2012,3.00,Kd=990.1uM,4fe9
4k0o,2.15,2013,3.00,Kd=1mM,4k0o
4k5z,1.80,2013,3.00,IC50>1000uM,4k2y
4k64,2.60,2013,3.00,Kd>1mM,4k62
4k72,1.90,2014,3.00,Ki>1000uM,4joe
4l51,1.90,2013,3.00,Kd=995uM,4l4z
4l5j,2.60,2013,3.00,Kd~1mM,4l4z
4lkh,3.10,2013,3.00,Kd>1.0mM,4kol
4llk,1.55,2014,3.00,Ki=990uM,4lkq
4m5r,1.40,2013,3.00,IC50=1000uM,4ln7
4o7d,2.30,2014,3.00,IC50~1mM,4o7d
4oyp,2.28,2014,3.00,IC50>1000uM,4oya
4oz2,2.10,2014,3.00,IC50>1000uM,4oya
4r3w,1.91,2014,3.00,Ki=1.0mM,4r3w
4txs,2.78,2015,3.00,Kd=1.01mM,4txs
4u0w,2.00,2015,3.00,Kd=1mM,4u0v
4wh9,1.50,2014,3.00,IC50=1mM,4wh7
5a5o,2.04,2015,3.00,IC50>1mM,5a5n
5aqr,1.91,2016,3.00,Kd=1mM,5aqf
5c7b,2.68,2015,3.00,IC50=1mM,5c0k
5ehw,1.39,2016,3.00,Kd=1005uM,5eh5
5fnq,1.91,2016,3.00,IC50>1000uM,5fnq
5jah,2.06,2016,3.00,IC50>1mM,5jad
5l97,2.05,2016,3.00,IC50>1000uM,5l8t
5lz2,2.10,2016,3.00,IC50~1mM,5lyy
5tpc,2.00,2017,3.00,Kd=1.0mM,5tpb
5u66,1.70,2017,3.00,Kd~1mM,5u4y
5ye8,1.85,2018,3.00,IC50~1mM,5ye7
6fh6,2.08,2018,3.00,IC50>1000uM,6fg6
6fh7,2.10,2018,3.00,IC50>1000uM,6fg6
6ftz,1.67,2018,3.00,Kd=1000uM,6fty
6gjy,1.29,2018,3.00,Kd>1000uM,6gjy
6n17,1.64,2019,3.00,IC50=1.01mM,6dhu
6quv,1.48,2019,3.00,Kd=1mM,6quu
1g42,1.80,2001,3.01,Ki=0.97mM,1g42
1utm,1.50,2004,3.01,Kd=0.972mM,1utm
4g0p,1.80,2012,3.01,Kd=0.98mM,4g0p
5jan,2.12,2016,3.01,Kd=980uM,5jad
2vmd,1.90,2008,3.02,Kd=0.95mM,2vmc
3dc2,2.70,2008,3.02,Ki=950uM,3dc2
3fuk,1.95,2009,3.02,IC50=966uM,3fts
4q81,1.55,2015,3.02,Ki=950uM,4q7p
4xm8,2.70,2015,3.02,IC50=950uM,4xm6
5z4h,2.00,2018,3.02,IC50=0.95mM,5z4h
6f6n,2.15,2018,3.02,Kd=0.95mM,6f5u
6n19,1.50,2019,3.02,IC50=0.96mM,6dhu
1ogd,1.95,2003,3.03,Kd=0.93mM,1ogd
1ws5,1.90,2005,3.03,Kd=0.926mM,1ws5
2ggu,1.90,2006,3.03,IC50=0.94mM,2ggu
2ha3,2.25,2006,3.03,Kd=930uM,2h9y
3adv,2.27,2010,3.03,Kd=933uM,3ads
3esj,2.70,2009,3.03,Kd=0.925mM,3elc
4lm2,1.55,2014,3.03,Ki=940uM,4lkq
4qp2,2.23,2015,3.03,Kd=940uM,4qp1
5aoi,1.78,2015,3.03,Kd=940uM,5ab9
1rtf,2.30,1997,3.04,Ki=910uM,1rtf
2pcu,1.60,2007,3.04,IC50=910uM,2pcu
3ay0,3.05,2011,3.04,Kd=910uM,3axz
3t08,2.00,2012,3.04,Ki=0.91mM,3t08
3t1m,1.55,2011,3.04,Kd=0.91mM,3t1l
3zvv,2.50,2011,3.04,IC50=915uM,3zvv
4i7k,1.72,2013,3.04,Kd=905uM,4i7j
4lm4,1.48,2014,3.04,Ki=910uM,4lkq
5fls,1.67,2016,3.04,Kd=905uM,5eh5
1f74,1.60,2000,3.05,Ki=0.9mM,1f74
1gvk,0.94,2002,3.05,Ki=0.89mM,1gvk
1gzg,1.66,2002,3.05,IC50=0.9mM,1gzg
1o41,1.70,2004,3.05,IC50=0.9mM,1o41
1pum,2.30,2004,3.05,IC50=0.9mM,1pum
1uj5,2.00,2004,3.05,Ki=0.89mM,1uj5
1uj6,1.74,2004,3.05,Ki=0.89mM,1uj6
2ohl,2.65,2007,3.05,Kd=900uM,2ohl
2vcw,1.95,2008,3.05,IC50=890uM,2vcq
4g5f,2.33,2013,3.05,Kd=0.9mM,4ddh
4guj,1.50,2012,3.05,Kd=0.9mM,4gui
4u5v,1.97,2015,3.05,Kd=0.9mM,4u54
5abe,2.00,2015,3.05,Ki=890uM,5abe
5ort,2.56,2017,3.05,Kd=894uM,5orl
6ncn,1.82,2019,3.05,Kd=900uM,6ncn
2jfh,1.97,2007,3.06,Ki=870uM,2jfh
2ksa,NMR,2010,3.06,Ki=871uM,2ks9
3atm,1.72,2011,3.06,IC50=873uM,3atm
3hw1,2.48,2009,3.06,IC50=0.87mM,3hvg
3rxi,1.60,2011,3.06,IC50=873uM,3rxi
3rxj,1.70,2011,3.06,IC50=873uM,3rxj
4csy,2.41,2014,3.06,Kd=878uM,4c16
4nyi,2.96,2014,3.06,Kd=868uM,4nyi
1rnm,2.00,1996,3.07,Ki=844.2uM,1rnm
1s26,3.00,2004,3.07,Ki=0.85mM,1s26
3mof,1.75,2010,3.07,Ki=860uM,3moe
4yrs,2.75,2015,3.07,IC50=0.85mM,4yrs
6fh3,1.85,2019,3.07,Kd=850uM,6fh2
1hiy,2.60,2001,3.08,Kd=0.83mM,1hiy
1y1z,1.50,2005,3.08,Ki=0.831mM,1y1z
4yv1,1.85,2015,3.08,IC50=830uM,4yv0
5ehv,1.21,2016,3.08,Kd=826uM,5eh5
6ew6,1.39,2018,3.08,Kd>829uM,6ew6
1mdl,1.85,1996,3.09,Ki=810uM,1mdl
1ugw,1.70,2003,3.09,Kd=0.82mM,1ugw
4eh5,2.00,2012,3.09,IC50=818uM,4eh2
6pml,2.00,2019,3.09,Kd=820uM,6pmf
1a5v,1.90,1998,3.10,IC50=800uM,1a5v
1af2,2.30,1997,3.10,Ki=0.8mM,1af2
1ec9,2.00,2000,3.10,Ki=0.8mM,1ec9
1pu7,1.93,2003,3.10,Ki=0.8mM,1pu7
1pu8,2.13,2003,3.10,Ki=0.8mM,1pu8
1swi,2.60,1996,3.10,Kd=800uM,1swi
2xdl,1.98,2010,3.10,Kd=790uM,2xdk
3buf,2.30,2008,3.10,Kd=800uM,3bra
3f78,1.60,2009,3.10,Kd=800uM,3f78
3mo8,1.69,2010,3.10,Kd=0.8mM,3mo8
4cjr,1.80,2014,3.10,Kd=793uM,4cie
4j79,1.56,2013,3.10,Kd>800uM,4j73
4kz6,1.68,2014,3.10,Ki=0.8mM,4kz3
4pl6,1.68,2015,3.10,Kd=0.8mM,4pl6
4pxf,2.75,2014,3.10,Kd=0.8mM,4pxf
4y2j,2.15,2015,3.10,IC50=800uM,4y2j
4y64,1.60,2015,3.10,Ki=790uM,4y64
5aqq,2.72,2016,3.10,Kd=0.8mM,5aqf
5cr7,2.90,2016,3.10,Ki=0.79mM,5cr7
5eh8,1.38,2016,3.10,Kd=791uM,5eh5
5ggo,1.50,2016,3.10,Kd=0.8mM,5ggo
5lzg,1.13,2017,3.10,IC50~0.8mM,5lzg
5lzh,1.13,2017,3.10,IC50~0.8mM,5lzg
5orw,2.00,2017,3.10,Kd=796uM,5orl
1k2i,1.80,2001,3.11,IC50=0.78mM,1k2i
1uod,1.90,2004,3.11,Kd=0.78mM,1uod
2ay6,2.20,1999,3.11,Kd=0.78mM,2ay6
2lto,NMR,2013,3.11,Kd=770uM,2lto
2lwi,NMR,2013,3.11,Ki=773uM,2lwi
3c2r,2.40,2008,3.11,Kd=0.78mM,3c2f
3msj,1.80,2010,3.11,IC50=770uM,3msj
4aj1,1.87,2012,3.11,Kd=770uM,4aj1
4ajk,2.03,2012,3.11,Kd=770uM,4aj1
4d52,1.76,2015,3.11,Kd=775uM,4ah4
4gbz,2.89,2012,3.11,Kd=0.77mM,4gby
4wf4,1.70,2015,3.11,Kd=777uM,4wet
5enb,1.73,2016,3.11,IC50=0.78mM,5enb
1h9l,1.67,2001,3.12,Ki=0.76mM,1h9l
2ksb,NMR,2010,3.12,Ki=754uM,2ks9
4bt3,1.10,2013,3.12,Ki=0.76mM,4bt3
4cgi,2.07,2013,3.12,Kd=752uM,4ce9
4uct,2.10,2015,3.12,IC50=767uM,4uct
5ey4,1.86,2016,3.12,Kd=750uM,5evz
1ax0,1.90,1998,3.13,Kd=0.746mM,1ax0
3kac,2.00,2009,3.13,IC50=740uM,3kab
5c5t,1.60,2015,3.13,Kd=746uM,5c5t
6d1k,1.20,2019,3.13,Ki=741.3uM,6d15
6dhu,1.63,2019,3.13,IC50=0.74mM,6dhu
6die,1.78,2019,3.13,IC50=0.74mM,6dhu
6qhg,1.48,2019,3.13,Kd=737uM,6qhg
2f1a,1.45,2006,3.14,IC50=720uM,2f18
2ya7,1.89,2011,3.14,Ki=0.72mM,2ya5
3odk,2.30,2010,3.14,IC50=720uM,3odk
4b34,1.55,2013,3.14,Kd=0.73mM,4b2i
6cea,1.60,2018,3.14,Kd>720uM,6ce6
6g27,1.65,2019,3.14,Kd=731uM,6g24
1e6q,1.35,2001,3.15,Ki=0.7mM,1e6q
1eei,2.00,2000,3.15,IC50=0.7mM,1eei
1k9q,NMR,2001,3.15,Kd=700uM,1k9q
1noi,2.50,1996,3.15,Ki=700uM,1noi
1noj,2.40,1996,3.15,Ki=700uM,1noj
1nok,2.40,1996,3.15,Ki=700uM,1nok
1rin,2.60,1993,3.15,Kd=0.7mM,1rin
2fr8,2.60,2006,3.15,Kd=700uM,2fr8
2p8n,1.94,2007,3.15,Kd=0.7mM,2p8n
3cgy,2.60,2008,3.15,Kd=715uM,3cgy
3e73,2.80,2009,3.15,Kd=0.7mM,3e73
4de5,2.25,2013,3.15,Kd=0.7mM,4ddh
4fzj,1.63,2013,3.15,Kd=0.7mM,4ddh
4lw1,1.63,2013,3.15,Kd=710uM,4luo
4x0z,1.85,2015,3.15,Kd=0.7mM,4x0z
5e5g,1.95,2016,3.15,Kd=700uM,5e2l
5flo,1.66,2016,3.15,Kd=709uM,5eh5
5fnf,2.10,2016,3.15,Kd=700uM,5fnf
6a87,2.41,2019,3.15,Kd=0.7mM,6a86
6cc9,NMR,2018,3.15,Kd=700uM,6cc9
6ccx,NMR,2018,3.15,Kd=700uM,6cc9
6cyh,1.49,2019,3.15,Kd=708uM,6cyg
2ymd,1.96,2012,3.16,Kd=693uM,2ymd
3ad8,2.20,2010,3.16,Kd=0.69mM,3ad7
3ecn,2.10,2008,3.16,IC50=698uM,3ecn
3f34,1.68,2009,3.16,Kd=0.69mM,3f33
3f35,1.92,2009,3.16,Kd=0.69mM,3f33
3kpu,2.40,2010,3.16,Kd=690uM,3kpj
3lk0,2.04,2010,3.16,Kd=696.9uM,3lk0
4eh2,2.00,2012,3.16,IC50=692uM,4eh2
4pli,1.65,2015,3.16,Kd=0.69mM,4pl6
5n1x,1.72,2017,3.16,Kd=689uM,5n1v
4hnc,1.89,2013,3.17,Ki=0.67mM,4fp1
4uce,2.95,2015,3.17,Kd=680uM,4uc8
4x3i,1.80,2015,3.17,Ki=671uM,4x3h
5fot,1.19,2016,3.17,Kd=680uM,5fot
5fox,1.30,2016,3.17,Kd=675uM,5fot
5ose,1.90,2017,3.17,Kd=681uM,5orl
6cv8,NMR,2018,3.17,Kd=0.68mM,6cus
1b9s,2.50,1999,3.18,IC50>667uM,1b9s
1lbk,1.86,2002,3.18,Kd=668uM,1lbk
1ro7,1.80,2004,3.18,Ki=657uM,1ro7
2wik,2.10,2009,3.18,Kd=660uM,2wid
3at1,2.80,1990,3.18,Ki=0.66mM,3at1
3bug,2.50,2008,3.18,Kd=660uM,3bra
3kid,2.71,2009,3.18,Ki=656uM,3kid
1o6i,1.70,2003,3.19,Ki=0.65mM,1o6i
2zdx,2.54,2008,3.19,IC50=648uM,2zdx
3dxh,1.40,2009,3.19,Ki=0.65mM,3dxh
3g1v,1.30,2009,3.19,Ki=645uM,3g1v
4gzx,2.45,2012,3.19,Kd=645uM,4gzp
4mlx,1.65,2014,3.19,Ki=0.65mM,4mlt
6dyn,2.10,2019,3.19,Kd=638.9uM,6dyn
6f6i,2.40,2018,3.19,Kd=0.65mM,6f5u
6pvy,1.74,2019,3.19,Kd=639uM,6pmf
6ssy,1.62,2019,3.19,Kd=649uM,6ssy
1axz,1.95,1998,3.20,Kd=0.637mM,1axz
2nd0,NMR,2016,3.20,Kd=635uM,2ncz
2w0x,2.12,2009,3.20,IC50=625uM,2w0x
2wij,2.10,2009,3.20,Kd=630uM,2wid
3kab,2.19,2009,3.20,IC50=630uM,3kab
4nrm,2.17,2014,3.20,IC50=627.9uM,4nrm
5cs6,1.88,2016,3.20,Kd=630uM,5cs6
5d9p,1.80,2015,3.20,Kd=0.63mM,5d9p
5flp,1.71,2016,3.20,Kd=631uM,5eh5
5ijr,1.52,2017,3.20,Kd=637uM,5ijr
1s5z,2.00,2005,3.21,Kd=0.62mM,1s5z
3fty,2.15,2009,3.21,IC50=619uM,3fts
5mwo,1.96,2017,3.21,IC50=610uM,5mwo
5osd,1.99,2017,3.21,Kd=619uM,5orl
6tim,2.20,1992,3.21,Ki=0.61mM,6tim
1br6,2.30,1998,3.22,Ki=0.6mM,1br6
1e6s,1.35,2000,3.22,Ki=0.6mM,1e6s
1e72,1.60,2001,3.22,Ki=0.6mM,1e72
1evh,1.80,1999,3.22,Kd=602uM,1evh
1ew9,2.00,2002,3.22,Ki=0.6mM,1ew9
1k1y,2.40,2003,3.22,Ki=0.6mM,1k1y
1q5l,NMR,2003,3.22,Kd=600uM,1q5l
1qwu,2.03,2003,3.22,Ki=0.6mM,1qwu
1tog,2.31,2004,3.22,Kd=0.6mM,1tog
1x6u,2.70,2005,3.22,Ki=0.6mM,1x6u
1zc9,2.00,2006,3.22,Kd=0.6mM,1zc9
2bv4,1.00,2006,3.22,IC50=600uM,2bv4
2ri9,1.95,2008,3.22,Ki=0.6mM,2ri9
2uy3,1.90,2007,3.22,Ki=600uM,2uy3
3aru,1.90,2011,3.22,Kd=600uM,3arp
3i8t,2.10,2011,3.22,Kd=600uM,3i8t
4n5d,2.06,2013,3.22,Kd=607uM,4n5d
4tyl,1.85,2014,3.22,Kd=600uM,4tyl
4wn0,2.20,2016,3.22,IC50=0.6mM,4wn0
5go2,1.91,2017,3.22,Kd=600uM,5go2
5n1y,1.39,2017,3.22,Kd~600uM,5c0h
5ou2,1.45,2018,3.22,Ki=609uM,5ou1
1px4,1.60,2004,3.23,Ki=0.59mM,1px4
